"ID","SX","FLDNAME","TBLNAME","CRFNAME","QUESTION","TEXT","STATUS","DEPRULE","TYPE","LENGTH","DECIML","RANGEVAL","RANGESQL","RANGEPRL","UNITS","CODE","NOTES","LAYOUT","OBJID","COLID","RANGEJSCPT","NAVJSCPT","FTYPE","TAB","DE","MC","VISIBLEVAL","VISIBLE","LOGVISIBLE","MTBLNAME","SUBTBLNAME","POPJSCPT","GRID","DEF","CONF","update_stamp"
"1834","","MMOTHSPE","MRIMETA","3T MRI Scan Information","","If Other, specify:","","","T","100","0","","","my$main=$vals{'MMREASON'};if($main==6){if($vals{$x}eq$_n){return""Error: Response is required. Please complete."";}else{return 1;}}else{if($vals{$x}ne$_n){return""Error: Based on main question, response is not allowed. Please review."";}else{return 1;}}","","","","text; indent=2; subquestion_trigger=(mmreason:6); rangeperl","17292","15","","","T","2","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1835","","EXAMINIT","MRIMETA","3T MRI Scan Information","","MRI Operator Initials","","","T","3","0","","","my$main=$vals{'MMCONDCT'};if($main==1){if($vals{$x}eq$_n){return""Error: Response is required. Please complete."";}else{return 1;}}else{if($vals{$x}ne$_n){return""Error: Based on main question, response is not allowed. Please review."";}else{return 1;}}","","","","text; indent=1; subquestion_trigger=(mmcondct:1); rangeperl;","17292","16","","","T","1","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1836","","SCAN","MRIMETA","3T MRI Scan Information","","Original scan or rescan?","","","N","1","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif((in($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,2)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Original Scan;2=Rescan","","radio; indent=1; subquestion_trigger=(mmcondct:1); logmenu","17292","17","","","R","1","","0","","","1","","","","","","{}","2015-01-05 10:24:14.0"
"1837","","EXAMDATE","MRIMETA","3T MRI Scan Information","","Scan Date","","","D","10","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif((in($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},$_m)){1;}elsif(date_validate('date'=>$vals{$x})>0&&date_range_compare('date'=>$vals{$x},'lower_date'=>'01/01/1800')>0){1;}else{'Error :  Date is not valid. Please review.';}","MM/DD/YYYY","","","date_strict; default=-4; indent=1; subquestion_trigger=(mmcondct:1); logmenu","17292","18","","","DS","1","","0","","","1","","","","","-4","{}","2015-01-05 10:24:14.0"
"1838","","SEDATIVE","MRIMETA","3T MRI Scan Information","","Was sedation medication consumed for use during MRI scan?","","","N","1","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif((in($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,0)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Yes;0=No","Sedation medication is not allowed at screen.","radio; indent=1; subquestion_trigger=(mmcondct:1)","17292","19","","","R","1","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1839","","EYEASK","MRIMETA","3T MRI Scan Information","","Was the participant instructed to open their eyes?","","","N","1","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif((in($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,0)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Yes; 0=No","","radio; indent=1; subquestion_trigger=(mmcondct:1); grid_start; grid_indent=1; grid_border=1; grid_title=Axial Resting State fMRI","17292","20","","","R","1","","0","","","","","","","1:1:1:Axial Resting State fMRI","","{}","2015-01-05 10:24:14.0"
"1840","","EYEKEEP","MRIMETA","3T MRI Scan Information","","Did the participant keep their eyes open? (MRI Tech:  ask the subject right after the scan)","","","N","1","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif((in($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,0)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Yes; 0=No","","radio; indent=1; subquestion_trigger=(mmcondct:1); grid_end","17292","21","","","R","1","","0","","","","","","","-1","","{}","2015-01-05 10:24:14.0"
"1841","","MOTION","MRIMETA","3T MRI Scan Information","","Participant Motion Problems:","","","N","1","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif((in($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,0)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Yes; 0=No","","radio; indent=1; subquestion_trigger=(mmcondct:1)","17292","22","","","R","1","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1842","","MOTIONDET","MRIMETA","3T MRI Scan Information","","If yes, describe:","","","T","1000","0","","","my$main=$vals{'MOTION'};if($main==1){if($vals{$x}eq$_n){return""Error: Response is required. Please complete."";}else{return 1;}}else{if($vals{$x}ne$_n){return""Error: Based on main question, response is not allowed. Please review."";}else{return 1;}}","","","","paragraph; indent=2; subquestion_trigger=(motion:1); rangeperl","17292","23","","","P","2","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1843","","MALFUNC","MRIMETA","3T MRI Scan Information","","Scanner Malfunction:","","","N","1","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif((in($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,0)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Yes; 0=No","","radio; indent=1; subquestion_trigger=(mmcondct:1)","17292","24","","","R","1","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1844","","MALFUNCDET","MRIMETA","3T MRI Scan Information","","If yes, describe:","","","T","1000","0","","","my$main=$vals{'MALFUNC'};if($main==1){if($vals{$x}eq$_n){return""Error: Response is required. Please complete."";}else{return 1;}}else{if($vals{$x}ne$_n){return""Error: Based on main question, response is not allowed. Please review."";}else{return 1;}}","","","","paragraph; indent=2; subquestion_trigger=(malfunc:1); rangeperl","17292","25","","","P","2","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1845","","OTRDEV","MRIMETA","3T MRI Scan Information","","Other Protocol Variations:","","","N","1","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif((in($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,0)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Yes; 0=No","","radio; indent=1; subquestion_trigger=(mmcondct:1)","17292","26","","","R","1","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1846","","OTRDEVDET","MRIMETA","3T MRI Scan Information","","If yes, describe:","","","T","1000","0","","","my$main=$vals{'OTRDEV'};if($main==1){if($vals{$x}eq$_n){return""Error: Response is required. Please complete."";}else{return 1;}}else{if($vals{$x}ne$_n){return""Error: Based on main question, response is not allowed. Please review."";}else{return 1;}}","","","","paragraph; indent=2; subquestion_trigger=(otrdev:1); rangeperl","17292","27","","","P","2","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1847","","MMTRNSFR","MRIMETA","3T MRI Scan Information","","Was data transferred to LONI within 24 hours of scan?","","","N","1","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif((in($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,0)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Yes;0=No","Data must be transmitted to LONI within 24 hours of the MRI scan. If your site is unable to complete the transfer within 24 hours  please indicate the problem in the ""Comments"" section below.","radio; indent=1; subquestion_trigger=(mmcondct:1)","17292","28","","","R","1","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1848","","MMTRNDATE","MRIMETA","3T MRI Scan Information","","Transfer Date","","","D","10","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif((in($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},$_m)){1;}elsif(date_validate('date'=>$vals{$x})>0&&date_range_compare('date'=>$vals{$x},'lower_date'=>'01/01/1800')>0){1;}else{'Error :  Date is not valid. Please review.';}","MM/DD/YYYY","","","date_strict; default=-4; indent=1; subquestion_trigger=(mmcondct:1)","17292","29","","","DS","1","","0","","","","","","","","-4","{}","2015-01-05 10:24:14.0"
"1849","","MMTRNCOM","MRIMETA","3T MRI Scan Information","","Comments","","","T","500","0","","","my$main=$vals{'MMTRNSFR'};if(is_zero($main)){if($vals{$x}eq$_n){return""Error: Response is required. Please complete."";}else{return 1;}}else{return 1;}","","","","text; indent=1; subquestion_trigger=(mmtrnsfr:0); rangeperl","17292","30","","","T","1","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1850","","MMARCHIVE","MRIMETA","3T MRI Scan Information","","Data Archived Locally","","","N","1","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif((in($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,0)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Yes;0=No","If No, please explain in the ""Comments"" section below.","radio; indent=1; subquestion_trigger=(mmcondct:1)","17292","31","","","R","1","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1851","","MMARCMED","MRIMETA","3T MRI Scan Information","","Archive Medium","","","T","100","0","","","my$main=$vals{'MMARCHIVE'};if($main==1){if($vals{$x}eq$_n){return""Error: Response is required. Please complete."";}else{return 1;}}else{if($vals{$x}ne$_n){return""Error: Based on main question, response is not allowed. Please review."";}else{return 1;}}","","","","text; indent=2; subquestion_trigger=(mmarchive:1); rangeperl","17292","32","","","T","2","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1852","","MMARCCOM","MRIMETA","3T MRI Scan Information","","Comments","","","T","500","0","","","my$main=$vals{'MMARCHIVE'};if(is_zero($main)){if($vals{$x}eq$_n){return""Error: Response is required. Please complete."";}else{return 1;}}else{return 1;}","","","","text; indent=2; subquestion_trigger=(mmarchive:0); rangeperl","17292","33","","","T","2","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1853","","MMLPDONE","MRIMETA","3T MRI Scan Information","","Was a Lumbar Puncture completed prior to the MRI scan?","","","N","1","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif((in($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'MMCONDCT'},1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,0)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=Yes;0=No","To be completed by the Study Coordinator.","radio; indent=1; subquestion_trigger=(mmcondct:1)","17292","34","","","R","1","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1854","","MMLPINTER","MRIMETA","3T MRI Scan Information","","If Yes, What was the interval between LP and MRI?","","","N","1","0","","","if($vals{'RECNO'}<0&&$vals{$x}==$_n){return(1);}elsif((in($vals{'MMLPDONE'},1))&&($vals{$x}==$_n)){'Error :  Based on main question response to this field is required. ';}elsif((notin($vals{'MMLPDONE'},1))&&($vals{$x}!=$_n)){'Error :  Based on main question , please leave this field blank.';}elsif((notin($vals{'MMLPDONE'},1))&&($vals{$x}==$_n)){return(1);}elsif(in($vals{$x},1,2,3,4,5,6)||in($vals{$x},$_m)){1;}elsif(in($vals{$x},$_n)){'Error :  Field is required. Please complete.';}else{'Error :  Value entered is out of range.';}","","1=less than 6 hours;2=6-12 hours;3=13-24 hours;4=25-48 hours;5=49-72 hours;6=more than 72 hours","","radio; indent=2; subquestion_trigger=(mmlpdone:1)","17292","35","","","R","2","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1855","","ID","NPI","Neuropsychiatric Inventory","","","","","N","38","0","","","","","""crfname"",""Neuropsychiatric Inventory"",""indexes"",""dodadni_npi_idx=RID,VISCODE,ENTRY"",""notnullcols"",""ID,RID,SITEID,VISCODE,ENTRY,USERID,USERDATE""","","subquestion_trigger_off; reason_for_change","17329","1","","","4","","","0","","","","","","","","","{""reason_for_change"":""1""}","2015-01-05 10:24:14.0"
"1856","","SX","NPI","Neuropsychiatric Inventory","","","","","N","10 digits","0","","","","","","","","17329","2","","","","","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1857","","RID","NPI","Neuropsychiatric Inventory","","","","","N","38 digits","0","","","","","","","","17329","3","","","","","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1858","","SITEID","NPI","Neuropsychiatric Inventory","","","","","N","38 digits","0","","","","","","","","17329","4","","","","","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1859","","VISCODE","NPI","Neuropsychiatric Inventory","","","","","T","20 characters","0","","","","","","","","17329","5","","","","","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1860","","ENTRY","NPI","Neuropsychiatric Inventory","","","","","N","1 digit","0","","","","","","","","17329","6","","","","","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1861","","VERIFY","NPI","Neuropsychiatric Inventory","","","","","N","1 digit","0","","","","","","","","17329","7","","","","","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1862","","USERID","NPI","Neuropsychiatric Inventory","","","","","T","100 characters","0","","","","","","","","17329","8","","","","","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1863","","USERDATE","NPI","Neuropsychiatric Inventory","","","","","S","100 digits","0","","","","","","","","17329","9","","","","","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
"1864","","USERID2","NPI","Neuropsychiatric Inventory","","","","","T","100 characters","0","","","","","","","","17329","10","","","","","","0","","","","","","","","","{}","2015-01-05 10:24:14.0"
